nom,description,logo,Date dernier financement,Série,Montant,LinkedIn,Contact,Date de création_x,Marché,Type d'organisme,SIREN,Activité principale,Tranche effectifs,market,employees,date de création,valeur_entreprise,financement,dernier_financement,mots_cles_def,site_web_def,adresse_def
BLOOMUP,"bloomUp is a global consultancy agency leader in sustainability, innovation, and regenerative impact. Our team of experts is dedicated to reshaping business models to follow their northern star towards a more sustainable future, focusing on people, planet, and shared prosperity. Our 361 innovative approach around active lifestyle and comprehensive solutions such as the bloomUp Data Compass, empower organisations to turn data into actionable insights and make responsible decisions. At bloomUp, passion meets purpose in a way that can boost relevance and makes business sense.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/96e8369a-1afb-4f12-93a9-ecb60cfba9af1,,,,,,,,,524253861,46.45Z,11,,,,,,,,['https://bloomup.world/'],LAUSANNE
PLUME,"Bienvenue chez Plume, où la mobilité rencontre l'excellence de l'industrie française. Plume c’est bien plus qu’une marque industrielle. Nous sommes les pionniers d'une nouvelle génération d'engins électriques, à commencer par la toute première trottinette électrique française. Plume se distingue par son engagement à décarboner les villes en fournissant des solutions de mobilité plus sûres, plus durables et plus sécuritaires notamment par la certification Origine France Garantie® de sa gamme électrique. 🇫🇷 Découvrez la Plume Allure, une trottinette électrique fabriquée à 82% en France, hypervisible, design, durable et 100% réparable pour tous les déplacements du quotidien personnels et/ou professionnels.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3f40a79a-8a29-402c-a5a2-24c87b43bd5b1,,,,,,,,,452203110,64.20Z,Non disponible,,,,,,,,['https://www.plume-mobility.com/'],SAINT-ANDRÉ-LEZ-LILLE
UPTALE,"With Uptale, the leader in Immersive and Spatial Learning since 2017. Create, Deliver, and Analyze Spatial Learning experiences in clicks, no tech skills needed. Our intuitive cloud platform allows you to: Capture know-how without loss and transmit it without limits. Faithfully reproduce the real field thanks to 360° images & videos Future-proof learning: Evolve with collaborative and 6DOF sessions, AI content creation and voice recognition... Over 1M users and leading «global 2000» brands trust us: Stellantis, Total, Johnson & Johnson, Micron… With Proven results: $75k saved/year on safety training industrial automation company. 50% improved productivity for a car manufacturer. +8pt in global customer satisfaction for a hotel chain. X3 faster onboarding time for oil rig operators. + Get expert support with us. Customized pedagogical advice with local teams based in Europe, USA and APAC. High-quality immersive content creation, access to templates and Seamless LMS integration.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/aeb9c17f-624c-4bfb-bc2e-6be9753fddad1,,,,,,,,,832172175,62.01Z,12,,,,,,,,['https://www.uptale.io/'],PARIS
UPTALE,"With Uptale, the leader in Immersive and Spatial Learning since 2017. Create, Deliver, and Analyze Spatial Learning experiences in clicks, no tech skills needed. Our intuitive cloud platform allows you to: Capture know-how without loss and transmit it without limits. Faithfully reproduce the real field thanks to 360° images & videos Future-proof learning: Evolve with collaborative and 6DOF sessions, AI content creation and voice recognition... Over 1M users and leading «global 2000» brands trust us: Stellantis, Total, Johnson & Johnson, Micron… With Proven results: $75k saved/year on safety training industrial automation company. 50% improved productivity for a car manufacturer. +8pt in global customer satisfaction for a hotel chain. X3 faster onboarding time for oil rig operators. + Get expert support with us. Customized pedagogical advice with local teams based in Europe, USA and APAC. High-quality immersive content creation, access to templates and Seamless LMS integration.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/05c957fb-709f-4679-bcd9-c05f4933d4bc1,,,,,,,,,832172175,62.01Z,12,,,,,,,,['https://www.uptale.io/'],PARIS
VIALINK,"Publisher of SaaS solutions and trusted third parties, we are part of the Signaturit group. we automate and secure your customer journeys: from collecting files to checking supporting documents, to signing contracts and other documents.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/f3230e5e-87a8-4a96-a255-6e28a3ee48a41,,,,,,,,,428668545,63.11Z,21,,,,,,,,['https://www.vialink.fr/'],PARIS
DAWEX,"Dawex is the leader in Data Exchange solutions to distribute or share data products, with trust, for any business case, in compliance with data regulations. With Dawex Data Exchange technology, organizations create data ecosystems and data spaces such as Corporate Data Hubs, Industry Data Hubs & Data Marketplaces to address economic, environmental & decarbonation challenges. Dawex enables economic stakeholders to develop and value the potential of their ecosystem through data exchange. Relying on its technology, business and regulatory expertise, Dawex provides organizations in 20+ industry sectors with the best-in-class data exchange solutions to build and govern data ecosystems, implement any business cases, establish trust between data providers & data acquirers, and facilitate data transactions. Awarded Tech Pioneer by the World Economic Forum & Data Expert to the UN Environment Program, Dawex is the initiator of an international standardization program on Trusted Data Transaction.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/95646a36-1ec5-4612-b6d6-18331033d0d51,,,,,,,,,810307207,62.01Z,12,,,,,,,,['https://www.dawex.com/'],LYON
BLUE FROG ROBOTICS,"Blue Frog Robotics embodies AI with Buddy the AI driven companion robot Buddy, designed to support sectors like education, healthcare, and hospitality. Buddy excels in assisting children, including those with autism or chronic illnesses, by facilitating educational and social interactions. Buddy can also assist seniors at home and retirement home. This humanoid robot, with its expressive eyes and interactive capabilities, acts as a friendly aid in learning environments, hospitals, and guest services. Moreover, Buddy is built on an open platform, allowing developers to create customized applications to extend its functionality across various user needs, enhancing its adaptability and reach in providing supportive services.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/b3c58c8b-403f-4351-b83a-03bca0ddec181,,,,,,,,,Non disponible,Non disponible,Non disponible,,,,,,,,['https://www.bluefrogrobotics.com/'],PARIS
MINI GREEN POWER,"Mini Green Power designs and installs ""Mini Green Power Plants"" that transform green waste and RDF into clean energy and biochar. These mini power plants are automated and remotely controllable. They supply energy which can then be transformed on demand into heat, cold, steam or even electricity through cogeneration. Our solution is dedicated to energy-intensive manufacturers, waste industries and local collectivities faced with the dual problem of energy and waste treatment. We also manufacture multi-stage dryers which can be used for sludges, digestat, wet biomass, algae, agricultural waste, wet waste. It is often economically interesting to dry waste before evacuation to save water evacuation cost.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1e8a1391-ca7c-4400-9704-44fe9ec5af041,,,,,,,,,Non disponible,Non disponible,Non disponible,,,,,,,,['https://www.minigreenpower.com/'],HYÈRES
WEVER,"Avec la solution de mobilité participative wever, chacun peut aider son employeur, sa ville ou son opérateur de transport à améliorer les services de mobilité pour les rendre plus responsables et plus efficaces. La solution collecte les besoins de chacun puis propose grâce à une IA comportementale, des solutions de mobilité adaptées en prenant en compte les spécificités de chaque territoire.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/081f2318-3ec7-4dc9-b8de-27426b8da3ae1,,,,,,,,,812989002,62.01Z,11,,,,,,,,['https://vivatechnology.com/partners/www.wever.fr'],VALBONNE
PLATFORM.SH,"Platform.sh provides a reliable, stable, and secure foundation for application development. By fully managing infrastructure, Platform.sh frees development teams to focus their energies on innovation. With a mission to empower development teams to efficiently build, iterate, scale, and deploy applications to greener regions responsibly—developers can maintain control as they gain peace of mind.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/b789d691-d49c-4e08-839c-b4fa8835f48e1,,,,,,,,,521496059,63.11Z,22,,,,,,,,['https://platform.sh/'],PARIS
COSMO TECH,"Cosmo Tech provides AI Simulation and digital twins for enterprise decision making. Decision makers use Cosmo Tech software, powered by goal-seeking simulations generated from a 360° twin of their organization to navigate through complexity and uncertainty. They can either test the impact of a disruption, a decision, or set target performance indicators to find the best path out of millions of possible futures. Leading companies from the manufacturing, automotive, energy, and transport sectors rely on Cosmo Tech’s combined predictive and prescriptive capabilities to anticipate what’s coming and confidently optimize operations, improve proafitability, build resilience and sustainability.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/e4e4dae9-a3e2-442b-9fa7-55b44675da351,,,,,,,,,Non disponible,Non disponible,Non disponible,,,,,,,,['https://cosmotech.com/'],LYON
