nom;description;logo;mots_cles_b;site_web_x;tags;emplacement;Date dernier financement;Série;Montant;LinkedIn;adresse_z;Contact;Date de création;Marché;Type d'organisme
MINDBAZ;Mindbaz propose une solution SaaS d’email marketing.;https://maddyness.twic.pics/2021/03/Capture-decran-2021-03-22-a-13.44.40.png?twic=v1/output=meancolor;;https://www.mindbaz.com/;;;03.01.21;;1.5 M€;;;;;;
MINDDAY;MindDay a développé une application qui permet aux salariés de contacter en toute confidentialité un coach ou un psychothérapeute et les accompagne dans l'amélioration de leur santé mentale et leur bien-être.;https://maddyness.twic.pics/2021/07/Capture-decran-2021-07-09-a-09.40.07.png?twic=v1/output=meancolor;;https://www.mindday.com/;;;07.01.21;Amorçage;2.0 M€;;;;;;
MINDEE;"Mindee développe des APIs d'extraction instantanée d'information qui transforment les documents en données utilisables. La brique technologique fournie par Mindee permet aux développeurs de logiciel de réduire considérablement le temps de traitement des documents avec des performances supérieures aux solutions existantes. 


#Analytics #Artificial Intelligence #Information Technology";https://upload.prd.hbd.cloud.bpifrance.fr/dddc286c-329b-454d-93d0-efd3800eea3b;;https://mindee.co/;;;10.01.21;Série A;14.0 M€;;;;;;
MINDFLOW;Lancée en 2021, Mindflow est une plateforme SaaS no-code qui permet à tous les professionnels de l'informatique d'entreprise d'automatiser leurs tâches répétitives, réduisant ainsi la pression sur les rares compétences de développement des employés et renforçant la gouvernance;https://maddyness.twic.pics/2024/03/Mindflow.png?twic=v1/output=meancolor;['#IT'];https://mindflow.io/;;;03.01.24;Amorçage;5.0 M€;;;;;;
MINDMATCHER;MindMatcher est spécialisé dans la gestion et l'analyse Big Data de données RH. En 2015, l'entreprise se recentre sur la gestion & l'analyse des données propres aux compétences et à leurs usages. La startup a été sélectionnée pour réaliser un outil de cartographie des compétences Carto.net par le Ministère du Travail (PIA) pour apporter de l'innovation dans le domaine du recrutement. Elle s'est appuyée sur un partenariat avec Pôle Emploi & ses données pour développer l'outil.;https://maddyness.twic.pics/2018/10/minmatcher.png?twic=v1/output=meancolor;;https://carto.mindmatcher.org/node/1;;;;;;;;;;;
MINDSAY;Mindsay is the leader in conversational AI for the travel industry. Our conversational AI solutions are focused on helping enterprises improve their customer service operations while keeping their support costs in check. Conversational agents built with Mindsay technology can be added to websites, mobile apps, social media interfaces, like Facebook Messenger, WhatsApp, and WeChat, and smart assistants like Amazon Alexa and Google Assistant. #chatbots #AI #conversationalAI #virtualagent;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/6bebbdd5-a39a-4d82-961b-69793a0c49a9;;https://www.mindsay.com/;;;;;;;;;;;
MINDSAY (EX-DESTYGO);Anciennement Destygo, Mindsay a été fondée par Guillaume Laporte, Ilias Hicham Pierre Pakey en 2016. La startup crée des assistants intelligents spécialisés pour les compagnies aériennes, agences de voyages et autres acteurs du tourisme. Ces chatbots permettent notamment d'automatiser la relation client que ce soit pour s'occuper de la perte d'un bagage, de donner des informations sur un vol, de permettre une réservation ou une annulation. Côté client, le voyageur réserve son voyage puis reçoit une invitation par email, une fois toutes ses données de voyage collectées. Il peut ensuite dialoguer avec son assistant sur Messenger et lui demander tout ce qu’il désire. Mindsay indique la météo, convertit les devises et propose une traduction instantanée.;https://maddyness.twic.pics/2018/03/Logo-Mindsay.png?twic=v1/output=meancolor;;http://www.destygo.com/;;;;;;;;;;;
MINERVE TECHNOLOGY;Minerve Technology conçoit, installe et surveille des installations de désinfection de l'eau utilisant des technologies écologiques et performantes.;https://cdn-assets.inwink.com/e3d94d99-ffd5-4dcb-a655-6f0f2cd6d139/afaf64b1-0afa-46b8-94cf-0db9e80d481a;['RSE', 'DECARBONATION', 'tech&planet', 'INNOVATION'];Site web non disponible;['1- Approvisionnements & matières premières', '3- Production et usine'];Village de la décarbonation;;;;;;;;;
MINI;MINI, est une filiale du groupe allemand BMW. L'entreprise vise à dynamiser la vie des gens avec des expériences maximales et une empreinte minimale. La première voiture Mini a été construite en 1959 et a fait sensation de part sa petite taille et son design emblématique. Aujourd'hui, MINI applique ces idées à la vie urbaine.;https://maddyness.twic.pics/2019/02/MINI_logo_2015.jpeg?twic=v1/output=meancolor;;https://www.mini.fr/fr_FR/home.html;;;;;;;;;;;
MINI GREEN POWER;Valorisation de déchets en énergie propre au niveau local;https://upload.prd.hbd.cloud.bpifrance.fr/7985ed26-ef5b-4dcf-a783-e1c420cb18ab;['#energie'];https://www.minigreenpower.com/;;;11.01.22;Amorçage;0.0;;;;;;
MINITRUCKS ROBOTICS;Lancée en 2023, Minitrucks Robotics apporte une solution unique pour le transport et la manutention de charges lourdes (jusque 4 tonnes) pour les industriels et les artisans des secteurs de la marbrerie, du BTP, de l’industrie lourde, des espaces verts…;https://maddyness.twic.pics/2024/01/Minitrucks-Robotics.jpg?twic=v1/output=meancolor;['#transport / logistique'];https://www.minitrucks.fr/;;;01.01.24;Amorçage;1.5 M€;;;;;;
MINITUBES SAS;"Depuis bientôt 100 ans, Minitubes conçoit à Grenoble ses propres procédés pour fabriquer et transformer des produits tubulaires métalliques de très haute précision, exportés dans le monde entier au service des technologies médicales (implants cardiovasculaires, cathéters, analyses médicales) et de l’industrie de pointe (automobile, aéronautique…).
Fournisseur stratégique de leaders mondiaux du marché de la santé, Minitubes est perçue comme une extension de leurs équipes, grâce à une relation collaborative approfondie et un savoir-technique unique et différenciateur !
Chaque talent Minitubes partage un ADN unique invitant à repousser les limites du possible pour améliorer la précision de ses produits.
Pour porter sa croissance, Minitubes engage de nombreuses transformations : l'extension de son outil industriel avec le déploiement de standards d'organisation et de digitalisation, une politique de création d'emplois tout en conservant sa culture d'entreprise familiale, fierté des équipes.
Chaque jour, les près de 550 collaborateurs contribuent à sauver, prolonger et améliorer la qualité de vie de milliers de patients dans le monde.
www.minitubes. com";https://www.minalogic.com/wp-content/uploads/2024/02/logo-minitubes.png;;;;;;;;;"21, rue jean Vaujany
                                                                                                                ZAC Technisud  BP 2529
                                                                                                                38100
                                                                                                                GRENOBLE CEDEX 2";HANS Pascal                                        Directeur de site;1932;Santé;ETI
MINMAXMEDICAL SAS;MinMaxMedical - Développement de technologies innovantes dans le domaine des interventions médicales assistées par ordinateur;https://upload.prd.hbd.cloud.bpifrance.fr/d169b88c-927d-4155-8d88-afc0f0cc112b;;https://www.minmaxmedical.com/;;;;;;;;;;;
MINOS BIOSCIENCES;Minos développe une technologie pour l'analyse de cellules uniques à très haut débit, combinant microfluidique et biologie moléculaire de pointe, analyse d'images et bioinformatique. Cette dernière permet un couplage direct des données phénotypiques et multi-omiques à la résolution de la cellule unique.;https://maddyness.twic.pics/2021/04/Capture-decran-2021-04-15-a-19.04.41.png?twic=v1/output=meancolor;;;;;04.01.21;Amorçage;1.5 M€;;;;;;
MINSIGHT;"Créez facilement des expériences AR / VR, collaborez en temps réel, et distribuez sur tous les appareils.

#AR #VR #software";https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/5861385d068064cf6b8b8dc9743769e0;['#Art', '#design'];https://www.minsight.co/;;;;;;;;;;;
MINT BIKES;Lancée en 2021, Mint Bikes veut démocratiser le vélo reconditionné comme une véritable alternative au neuf et à l’occasion entre particuliers.;https://maddyness.twic.pics/2023/10/Mint-Bikes.png?twic=v1/output=meancolor;['#mobilité'];https://mint-bikes.com/;;;10.01.23;Amorçage;3.0 M€;;;;;;
MINT ENERGIE;Mint Energie est une marque du Groupe Budget Telecom, créé à Montpellier. Le 3 avril 2017, le groupe lance Mint Energie, offre d'électricité renouvelable à bas prix 100% smart & green, qui répond aux nouveaux enjeux environnementaux.;https://maddyness.twic.pics/2018/04/Logo-Mint-Energie.png?twic=v1/output=meancolor;;https://www.mint-energie.com/Pages/Accueil/accueil.aspx;;;;;;;;;;;
MINTEED LAB;Minteed Lab propose des services destinés aux artistes voulant investir dans le Web3.;https://maddyness.twic.pics/?twic=v1/output=meancolor;;;;;07.01.22;Amorçage;3.0 M€;;;;;;
MINUIT UNE;Née en 2013, Minuit Une est une société d'ingénierie qui conçoit, développe et fabrique une nouvelle technologie d'éclairage : l'IVL™ Lighting.;https://maddyness.twic.pics/2024/02/Minuit-Une.jpg?twic=v1/output=meancolor;['#hardware'];https://minuitune.com/;;;07.01.17;Amorçage;3.0 M€;;;;;;
MINUIT UNE (;"Systèmes d'éclairage pour les professionnels du spectacle, très faciles à programmer, installer et transporter, et offrant une multitude de combinaisons et de designs de lumière uniques
 
 Minuit Une développe, conçoit et fabrique des solutions d'éclairage";https://upload.prd.hbd.cloud.bpifrance.fr/3807e036-5b24-4ed7-9d84-710373ed3d06;;http://minuitune.com/;;;;;;;;;;;
MINUT;Minut a conçu une alarme domestique intelligente sans fil qui surveille votre maison sans caméras.;https://maddyness.twic.pics/2024/07/Minut.png?twic=v1/output=meancolor;['#IoT'];https://www.minut.com/;;;12.01.23;Série B;4.6 M€;;;;;;
MINUT'PASS;Helping people avoid long lines and wasted time;https://upload.prd.hbd.cloud.bpifrance.fr/fdce66aa-e06d-445b-ac2f-d2683e4217d5;;https://www.minutpass.com/;;;;;;;;;;;
MIP ROBOTICS;Technologies de robotiques innovantes afin d'aider au mieux les autres compagnies au quotidien. Nous pensons que le robot de demain est facile d'utilisation, sécurisé et capable de travailler en synergie avec des humains.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/28c6a1f3-27d4-4226-97ad-05dbe16ddc4b;;;;;;;;;;;;;
MIPISE;Mipise est une solution de crowdfunding, de crowdinnovation ou de digitalisation financière intégrant un système de paiement et disponible en marque blanche pour lancer rapidement une plateforme fintech.;https://maddyness.twic.pics/2018/11/Logo-Mipise.jpg?twic=v1/output=meancolor;['#fintech'];https://www.mipise.com/;;;02.01.22;Série A;1.0 M€;;;;;;
MIPSOLOGY;La technologie de Mipsology offre un débit de calcul élevé pour le réseau de neurones et l'apprentissage en profondeur partout;https://upload.prd.hbd.cloud.bpifrance.fr/03119b25-e842-4084-96ff-004f871f5c4b;;http://www.mipsology.com/;;;;;;;;;;;
MIRABELLE;Mirabelle est une fintech de silver-économie proposant du prêt viager hypothécaire et de la rente viagère aux retraités et à leurs familles pour financer les projets de retraite : rénover son habitat, compléter sa retraite, rester vivre chez soi, aider ses proches, etc.;https://maddyness.twic.pics/2024/12/Mirabelle.jpg?twic=v1/output=meancolor;['#fintech'];https://mirabelle.fr/;;;12.01.24;Amorçage;1.0 M€;;;;;;
