nom,SIREN,Date de création,Denomination légale,Denomination usuelle,Activité principale,Tranche effectifs,Catégorie entreprise,État administratif,Adresse
OGO SECURITY,837907336,2018-02-16,OGO SECURITY,Non disponible,58.29C,03,PME,A,"9 RUE DAREAU, 75014 PARIS"
OH BIBI,752458240,2012-06-27,OH BIBI,Non disponible,58.21Z,21,PME,A,"44 RUE DES PETITES ECURIES, 75010 PARIS"
OH MY CREAM !,751427527,2012-04-23,OH MY CREAM,Non disponible,47.75Z,22,PME,A,"78 RUE MONTMARTRE, 75002 PARIS"
OHM ENERGIE,834673808,2018-01-10,OHM ENERGIE,Non disponible,35.11Z,12,ETI,A,"33 AVENUE DU MAINE, 75015 PARIS"
OKEENEA DIGITAL,848981809,2019-03-07,OKEENEA DIGITAL,Non disponible,62.01Z,11,PME,A,"6 RUE DES AULNES, 69410 CHAMPAGNE-AU-MONT-D'OR"
OKULAR LOGISTICS,931463103,2024-07-24,OKULAR LOGISTICS,Non disponible,62.01Z,Non disponible,Non disponible,A,"3 RUE DE CHAMPFLEURI, 77360 VAIRES-SUR-MARNE"
OLD SKULL GAMES,753486877,2012-04-24,OLD SKULL GAMES,Non disponible,62.01Z,21,PME,A,"3 PLACE CHARLES HERNU, 69100 VILLEURBANNE"
OLEA MEDICAL,505251355,2008-07-09,OLEA MEDICAL,OLEA MEDICAL,58.29C,22,PME,A,"88 RUE DE PROVENCE, 75009 PARIS"
OLEAN GROUP,853504181,2019-08-27,OLEAN GROUP,Non disponible,68.31Z,03,PME,A,"4 ALL CLAUDE DEBUSSY, 69130 ECULLY"
OLIMPE TECHNOLOGIES (SAS WINDWEST),812669638,2015-07-01,SAS WINDWEST,Non disponible,47.41Z,02,PME,A,"40 RUE CHEF DE BAIE, 17000 LA ROCHELLE"
OLINO (EX-RISKEE),512242728,2009-04-20,OLINO,Non disponible,68.32A,Non disponible,Non disponible,A,"65 IMPASSE CLAUDE DEBUSSY, 83140 SIX-FOURS-LES-PLAGES"
OLY BE,814287470,2015-10-21,OLY BE,Non disponible,62.01Z,11,PME,A,"64 AVENUE DE LA MOTTE-PICQUET, 75015 PARIS"
OLYNTEC,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
OMA S A S,349869297,1989-01-01,OMA,OFFICE MOSELLAN ASSURANCE-ASSURANCE FEC,66.22Z,11,ETI,A,"57 ALLEE DE LA ROBERTSAU, 67000 STRASBOURG"
OMAHA INSIGHTS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
OMIE & CIE,881598940,2020-02-05,FOODYSSEY,Non disponible,47.91B,12,PME,A,"18 RUE PAUL DEROULEDE, 94100 SAINT-MAUR-DES-FOSSES"
OMINSENSE,879478402,2020-01-02,OMNISENSE,Non disponible,62.01Z,01,PME,A,"112 IMPASSE CHERET, 94000 CRETEIL"
OMNES CAPITAL,428711196,1999-12-17,OMNES CAPITAL,Non disponible,66.30Z,21,PME,A,"43 AVENUE DE LA GRANDE ARMEE, 75016 PARIS"
OMNI DESIGN,834931321,2018-01-01,OMNI DESIGN,Non disponible,31.09B,Non disponible,PME,C,"1503 ROUTE DES DOLINES, 06560 VALBONNE"
OMNILIVE,532150489,2011-05-05,CURRENT PRODUCTIONS,Non disponible,59.11A,01,PME,A,"260 RUE DU FAUBOURG SAINT-MARTIN, 75010 PARIS"
OMNY AI,914244181,2022-06-03,OMNY,Non disponible,62.02A,Non disponible,PME,A,"220 BOULEVARD RASPAIL, 75014 PARIS"
ON THE WILD SIDE,842016123,2018-09-01,CREDO,Non disponible,20.42Z,11,PME,A,"6 RUE POITEVIN, 33000 BORDEAUX"
ON TRAIN,843981473,2018-11-15,ON TRAIN,Non disponible,85.59A,11,PME,A,"2 RUE CYRANO DE BERGERAC, 75018 PARIS"
ONA THERAPEUTICS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
ONAFIS,838011021,2018-03-01,ONAFIS,Non disponible,46.52Z,11,PME,A,"15 BOULEVARD MARCEL PAUL, 44800 SAINT-HERBLAIN"
ONATERA,530267343,2011-02-14,MA BOUTIQUE O NATUREL,Non disponible,47.91B,21,ETI,A,"135 RUE ANDRE AMPERE, 13100 AIX-EN-PROVENCE"
ONBOARD MANUALS,792016016,2013-03-25,HC ON BOARD,Non disponible,70.22Z,Non disponible,PME,A,"12 RUE JEANNE D ALBRET, 78100 SAINT-GERMAIN-EN-LAYE"
ONCE AGAIN,504483579,2008-06-06,ONCE AGAIN,Non disponible,74.10Z,Non disponible,PME,A,"73 RUE BRULE MAISON, 59000 LILLE"
ONCRAWL,792261794,2013-04-14,COGNITEEV,Non disponible,62.01Z,21,PME,A,"2 ALLEE DU DOYEN GEORGES BRUS, 33600 PESSAC"
ONE BIOSCIENCES,884033531,2020-06-09,ONE BIOSCIENCES,Non disponible,72.19Z,03,PME,A,"37 RUE OBERKAMPF, 75011 PARIS"
ONE EXPERIENCE,824187579,2016-11-29,ONE EXPERIENCE,Non disponible,64.20Z,Non disponible,PME,A,"35 AVENUE DU PETIT PARC, 94300 VINCENNES"
ONE ORTHO,795284355,2013-09-20,ONE ORTHO,Non disponible,71.12B,12,ETI,A,"7 RUE DE LA ROBOTIQUE, 42000 SAINT-ETIENNE"
ONE WAVE,821237815,2016-06-27,ONE WAVE,Non disponible,62.09Z,11,PME,A,"PORTE DU PARC, 35630 LES IFFS"
ONESTOCK / DEVATICS,529042376,2010-12-01,ONESTOCK,DEVATICS,62.01Z,21,PME,A,"27 RUE D'AUBUISSON, 31000 TOULOUSE"
ONETOMANY - DIGITAL RECRUITMENT,980972335,2023-10-24,ONETOMANY - DIGITAL RECRUITMENT,Non disponible,58.29C,Non disponible,Non disponible,A,"12 RUE GEORGES GAY, 93130 NOISY-LE-SEC"
ONEWAVE,821237815,2016-06-27,ONE WAVE,Non disponible,62.09Z,11,PME,A,"PORTE DU PARC, 35630 LES IFFS"
ONEXPENSE,793220914,2013-06-01,ONAPPLI,Non disponible,62.01Z,01,PME,A,"52 CHEMIN DES VIVANS, 31600 MURET"
ONLY DUST,813002904,2015-07-27,DUST,Non disponible,74.90B,Non disponible,Non disponible,C,"4 RUE DE CONDE SUR NOIREAU, 94300 VINCENNES"
ONOPIA,794702662,2013-07-01,PLACESQUARE,Non disponible,70.22Z,01,PME,A,"9 RUE DU 19 MARS 1962, 33500 LES BILLAUX"
OOHEE.CO,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
OOLUTION,533149712,2011-07-01,SEED TO SEED,OOLUTION,20.42Z,11,PME,A,"81 AVENUE GABRIEL PERI, 94170 LE PERREUX-SUR-MARNE"
"OP2 DRUGS SAS (""OP2"")",810613240,2015-03-05,OP2 DRUGS,Non disponible,72.11Z,00,PME,A,"7 RUE DU PASTEUR WAGNER, 75011 PARIS"
OPALE ENERGIES NATURELLES,840440218,2018-06-12,OPALE ENERGIES NATURELLES,Non disponible,66.30Z,03,PME,A,"17 RUE DU STADE, 25660 FONTAIN"
OPEN AGENDA,809346158,2015-02-02,OPEN AGENDA,Non disponible,62.02A,02,PME,A,"29 PASSAGE DU PONCEAU, 75002 PARIS"
OPEN AGORA,825109465,2017-01-17,OPEN AGORA,Non disponible,62.01Z,Non disponible,PME,C,"263 AV GAL LECLERC, 35000 RENNES"
OPEN DIGITAL EDUCATION,528784325,2011-01-02,EDIFICE,Non disponible,62.01Z,21,PME,A,"22 RUE LEGENDRE, 75017 PARIS"
OPEN LAKE TECHNOLOGY,840023592,2018-05-29,OPEN LAKE TECHNOLOGY,Non disponible,70.22Z,01,PME,A,"10 RUE DE PENTHIEVRE, 75008 PARIS"
OPEN LOWCODE,851461707,2019-05-29,OPEN LOWCODE,Non disponible,62.01Z,Non disponible,PME,A,"32 BOULEVARD DU ROI RENE, 13100 AIX-EN-PROVENCE"
OPEN MIND INNOVATION,818971111,2016-03-07,OPEN MIND INNOVATION,Non disponible,72.11Z,11,PME,A,"2 RUE DES ROCHAMBELLES, 14000 CAEN"
OPEN SESAME,910850908,2022-02-25,OPEN SEZAM,Non disponible,62.01Z,01,PME,A,"60 RUE PDT FRANCOIS MITTERRAND, 91160 LONGJUMEAU"
OPEN SOURCE POLITICS,820412161,2016-05-12,OPEN SOURCE POLITICS,Non disponible,63.12Z,12,PME,A,"32 RUE DES CASCADES, 75020 PARIS"
OPEN STENT SOLUTION,842621096,2018-08-01,OPEN STENT SOLUTION,Non disponible,72.11Z,11,PME,A,"16 RUE DES OTAGES, 80000 AMIENS"
OPEN UP,337871636,1986-05-05,OPEN UP,Non disponible,68.31Z,Non disponible,PME,A,"1 AVENUE DU CIMETIERE PARISIEN, 93500 PANTIN"
OPENAIRLINES,493038707,2006-12-01,NEXTOPS,NEXTOPS,70.22Z,21,PME,A,"1 RUE BAOUR LORMIAN, 31000 TOULOUSE"
OPENCELL SOFTWARE,810129411,2015-03-01,OPENCELL,Non disponible,58.29C,12,PME,A,"10 AVENUE MARECHAL FOCH, 21000 DIJON"
OPENEAT,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
OPENHEALTH COMPANY,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
OPENOOX,808228720,2014-10-03,HUMAN'S IT,Non disponible,74.90B,01,PME,A,"31 RUE DES CORDELIERS, 13100 AIX-EN-PROVENCE"
OPERA ENERGIE,808096119,2014-11-14,OPERA ENERGIE,Non disponible,46.18Z,22,PME,A,"75 RUE CUVIER, 69006 LYON"
OPERA TECH,951927888,2023-04-17,OPERA TECH VENTURES INDIRECT OPPORTUNITIES S.L.P.,Non disponible,66.30Z,Non disponible,Non disponible,A,"1 BOULEVARD HAUSSMANN, 75009 PARIS"
OPM FRANCE,397654104,1994-06-20,O P M,Non disponible,64.20Z,Non disponible,PME,A,"23 RUE D'ANJOU, 75008 PARIS"
OPN TV,890843642,2020-11-06,LA MARQUE BLEUE,Non disponible,59.11A,11,PME,A,"253 RUE SAINT-HONORE, 75001 PARIS"
OPTIMETRIKS (FIELDPRO),808898340,2015-01-13,OPTIMETRIKS,Non disponible,73.20Z,02,PME,A,"40 AVENUE SECRETAN, 75019 PARIS"
OPTIMIZ CONSTRUCTION,884985722,2020-07-02,OPTIMIZ CONSTRUCTION,Non disponible,58.29C,01,PME,A,"5 PARVIS ALAN TURING, 75013 PARIS"
OPTIMIZ NETWORK,898451760,2021-04-09,OPTIMIZ NETWORK,Non disponible,62.01Z,02,PME,A,"20 RUE PROFESSEUR BENOIT LAURAS, 42000 SAINT-ETIENNE"
OPTIMUM AUTOMOTIVE,490146958,2006-04-26,OPTIMUM AUTOMOTIVE,Non disponible,62.01Z,12,PME,A,"18 AV DUTARTRE, 78150 LE CHESNAY-ROCQUENCOURT"
OPTING ENVIRONMENT,821467032,2016-07-07,OPTING ENVIRONMENT,Non disponible,71.12B,03,PME,A,"ESPACE TERTIAIRE DE L'ORIOLET, 53480 VAIGES"
OPTO FRANCE,509041604,2008-11-11,OPTO FRANCE,Non disponible,74.90B,03,PME,A,"178 ROUTE DE CRAN-GEVRIER, 74650 CHAVANOD"
ORAKL ONCOLOGY,948448972,2023-01-25,ORAKL ONCOLOGY,Non disponible,72.19Z,Non disponible,Non disponible,A,"39 RUE CAMILLE DESMOULINS, 94800 VILLEJUIF"
ORDIETIK,919575761,2022-10-01,TECH CARE INFORMATIQUE,Non disponible,62.02A,Non disponible,PME,A,"435 AVENUE DES JEUX OLYMPIQUES, 38100 GRENOBLE"
ORDIETIK BY TECH CARE INFORMATIQUE,919575761,2022-10-01,TECH CARE INFORMATIQUE,Non disponible,62.02A,Non disponible,PME,A,"435 AVENUE DES JEUX OLYMPIQUES, 38100 GRENOBLE"
ORGANILOG,804963957,2014-10-02,ADALGO,Non disponible,47.41Z,12,PME,A,"4 RUE DES FRERES LUMIERE, 44160 PONTCHATEAU"
ORIGAMI MARKETPLACE,809017429,2015-01-12,COMPTOIR DU CODE,Non disponible,62.01Z,11,PME,A,"165 AVENUE DE BRETAGNE, 59000 LILLE"
ORIOMA SAS,888086535,2020-08-07,ORIOMA,Non disponible,26.11Z,02,PME,A,"9 RUE DU ROCHER DE LORZIER, 38430 MOIRANS"
ORPIA INNOVATION,841538077,2018-07-24,ORPIA INNOVATION,Non disponible,74.90B,03,PME,A,"115 RUE DE LA FAISANDERIE, 75016 PARIS"
ORRION CHEMICALS ORGAFORM,520955360,2010-03-10,ORRION CHEMICALS ORGAFORM,Non disponible,20.52Z,12,PME,A,"LE PRESSOIR VERT, 45400 SEMOY"
ORSON.IO,899405195,2021-05-12,ORSON,Non disponible,70.22Z,02,PME,A,"23 AVENUE FOCH, 75016 PARIS"
ORTHODIDACTE,514567296,2009-06-15,ZEUGMO,Non disponible,58.29A,Non disponible,Non disponible,C,"8 CHE DES PRES, 38240 MEYLAN"
ORUS ENERGY,979179975,2023-08-29,ORUS ENERGY,Non disponible,62.01Z,Non disponible,Non disponible,A,"49 RUE DU MOULIN VERT, 75014 PARIS"
OSCARO POWER,434474284,2001-02-01,OSCARO.COM,Non disponible,45.32Z,32,GE,A,"16 ROUTE OUEST DU MOLE 1, 92230 GENNEVILLIERS"
OSE IMMUNOTHERAPEUTICS,479457715,2004-11-03,OSE IMMUNOTHERAPEUTICS,Non disponible,72.11Z,21,PME,A,"1 RUE GASTON VEIL, 44000 NANTES"
OSIUM AI,953988003,2023-06-29,OSIUM AI,Non disponible,62.01Z,Non disponible,Non disponible,A,"41 RUE DU COLISEE, 75008 PARIS"
OSMIA OLD,821287273,2016-06-23,OSMIA ASSOCIATES,Non disponible,64.20Z,01,PME,A,"86 RUE DE MIROMESNIL, 75008 PARIS"
OSMOS X,922472543,2022-12-09,OSMOS X,Non disponible,71.12B,Non disponible,PME,A,"28 BOULEVARD DU COLOMBIER, 35000 RENNES"
OSS VENTURES,842826646,2018-09-24,OSS VENTURES,Non disponible,82.99Z,11,PME,A,"10 RUE CHABANAIS, 75002 PARIS"
OSTIUM GROUP,829381045,2017-04-26,OSTIUM GROUP,Non disponible,28.29B,03,PME,A,"4 RUE DU REMOULEUR, 44800 SAINT-HERBLAIN"
OTAREE,843939232,2018-10-31,EFFICIMO,Non disponible,58.29C,12,PME,A,"59 BOULEVARD MARIUS VIVIER-MERLE, 69003 LYON"
OTONOMY AVIATION,495232373,2007-03-16,OTONOMY AVIATION,OTONOMY AVIATION,74.10Z,12,PME,A,"2 RUE MARCEL LANGER, 31600 SEYSSES"
OTRERA NEW ENERGY,924880933,2024-03-22,OTRERA NEW ENERGY,Non disponible,71.12B,Non disponible,Non disponible,A,"31 AVENUE DU PARC, 13100 AIX-EN-PROVENCE"
OUEST MEDIAS,443041678,2002-07-24,OUEST MEDIAS,Non disponible,63.91Z,02,PME,A,"39 ROUTE DE FONDELINE, 44600 SAINT-NAZAIRE"
OUIBOSS,829617612,2017-05-12,LENTREPRISE,Non disponible,62.01Z,00,PME,A,"1 RUE D'OUESSANT, 35760 SAINT-GREGOIRE"
OUIDO PRODUCTIONS,807729173,2014-10-28,OUIDO PRODUCTIONS,Non disponible,59.11A,NN,PME,A,"75 AVENUE DE WAGRAM, 75017 PARIS"
OURSBLANC,981816606,2023-10-30,OURS BLANC PARIS,Non disponible,46.69C,Non disponible,Non disponible,A,"60 RUE FRANCOIS IER, 75008 PARIS"
OUTREMER YACHTING,501597215,2007-11-21,GRAND LARGE YACHTING MEDITERRANEE,ATELIER OUTREMER,30.12Z,32,ETI,A,"726 AVENUE ROBERT FAGES, 34280 LA GRANDE-MOTTE"
OVA DESIGN,504458902,2008-04-01,OVA DESIGN,OVA DESIGN,74.10Z,01,PME,A,"1  PROMENEE DU LIEGAT, 94200 IVRY-SUR-SEINE"
OVALIE TECH,810668673,2015-04-07,OVALIE TECH,Non disponible,71.12B,12,PME,A,"114  VOIE ALBERT EINSTEIN, 73800 PORTE-DE-SAVOIE"
OVRSEA,832541189,2017-10-09,FORESEA TECHNOLOGIES,Non disponible,63.12Z,22,GE,A,"23 RUE NOLLET, 75017 PARIS"
OXANE VÉTÉRINAIRE,808584916,2014-12-19,OXANE,Non disponible,82.99Z,03,PME,A,"6 AVENUE AMOUROUX, 06100 NICE"
O°CODE,822879128,2016-10-01,OCODE,Non disponible,58.29C,12,PME,A,"11 RUE LA FAYETTE, 44000 NANTES"
OÉ,815346309,2015-12-26,OE,Non disponible,46.34Z,11,PME,A,"69 RUE GORGE DE LOUP, 69009 LYON"
OÙFORMER,910731785,2022-02-02,OUFORMER,Non disponible,63.12Z,NN,PME,A,"68 AVENUE JEAN JAURES, 33150 CENON"
PACK N DRIVE,813470473,2015-09-01,PACK N DRIVE,Non disponible,62.01Z,Non disponible,PME,C,"19 RUE ROBERT LAURENT, 33700 MERIGNAC"
PAGACHEY,880018015,2020-01-02,OAURENT,Non disponible,62.02A,Non disponible,PME,A,"46 RUE MAURICE ARNOUX, 92120 MONTROUGE"
PALADIN PROTOCOL,929033199,2024-05-16,PALADIN,Non disponible,62.01Z,Non disponible,Non disponible,A,"85 RUE SAINT-MAUR, 75011 PARIS"
PANDASUITE,504817578,2008-06-01,PANDA SUITE,Non disponible,62.02A,02,PME,A,"18 RUE PASTEUR, 94270 LE KREMLIN-BICETRE"
PANDAT FINANCE,513785741,2009-07-01,PANDAT FINANCE,Non disponible,70.22Z,12,PME,A,"14 RUE AUBER, 75009 PARIS"
PANDO2,802948083,2014-06-01,PANDO,Non disponible,66.19A,Non disponible,PME,A,"44 BOULEVARD DE SEBASTOPOL, 75003 PARIS"
PANGÉE,802644518,2014-05-14,PANGEE,Non disponible,62.02A,11,PME,A,"2 RUE D'ALSACE LORRAINE, 31000 TOULOUSE"
PAPIER TIGRE,534353347,2011-07-27,PAPIER TIGRE,Non disponible,47.78C,11,PME,A,"38 RUE YVES TOUDIC, 75010 PARIS"
PARADISO MEDIA,852029750,2019-06-14,PARADISO MEDIA,Non disponible,59.11A,12,PME,A,"142 RUE MONTMARTRE, 75002 PARIS"
PARASWAP,888103678,2020-08-13,DRIP LABS,Non disponible,62.01Z,Non disponible,PME,A,"165 BOULEVARD DE LA REPUBLIQUE, 92210 SAINT-CLOUD"
PARCEL TINY HOUSE,882190986,2020-02-27,PARCEL,Non disponible,55.20Z,03,PME,A,"160 ALLEE FREDERIC DESMONS, 30000 NIMES"
PARENTALIS SAS,903150043,2021-09-01,PARENTALIS,Non disponible,62.01Z,Non disponible,PME,A,"3 RUE JOSEPH GAZAN, 06000 NICE"
PARKEON,444719272,2003-01-01,FLOWBIRD,Non disponible,26.52Z,41,ETI,A,"23 BOULEVARD DE L'EUROPE, 54500 VANDŒUVRE-LES-NANCY"
PARKINGMAP,531735587,2011-04-14,PARKING MAP,Non disponible,62.01Z,00,PME,A,"36 BOULEVARD GOUVION-SAINT-CYR, 75017 PARIS"
PARKOVIEW,827938911,2017-02-15,UPCITI,Non disponible,62.02B,12,PME,A,"4 RUE DESIREE, 75020 PARIS"
PARK’N PLUG,538605197,2011-12-06,PARKNPLUG,Non disponible,45.31Z,11,PME,A,"16 RUE PIERRE DE CELLE, 10120 SAINT-ANDRE-LES-VERGERS"
PARSYS TÉLÉMÉDECINE,524139037,2010-07-20,PARSYS TELEMEDECINE,Non disponible,62.01Z,12,PME,A,"5 AVENUE DE PARIS, 94300 VINCENNES"
PASS INTÉRIM,911155141,2022-02-28,PASS INTERIM,Non disponible,63.12Z,02,PME,A,"1 PLACE GENERAL DE GAULLE, 88000 EPINAL"
PATCHWORK GRANDE ARMEE,824820773,2017-01-01,PATCHWORK,Non disponible,82.99Z,12,PME,A,"26 RUE DE MONTHOLON, 75009 PARIS"
PATIENT 21,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
PATROWL.IO,883168403,2020-04-23,PATROWL,Non disponible,62.01Z,11,PME,A,"99 AVENUE ACHILLE PERETTI, 92200 NEUILLY-SUR-SEINE"
PCB PIEZOTRONICS,433175569,2000-10-01,PCB PIEZOTRONICS,Non disponible,46.69C,11,ETI,A,"4 RUE RENE RAZEL, 91400 SACLAY"
PCI MACHINING,562086454,1956-01-01,"PROCESS CONCEPTION INGENIERIE-SOC DE CONSTRUCTION D'EQUIPEMENTS, DE MECANISATION ET DE MACHINES",Non disponible,28.41Z,22,PME,A,"RUE DE COPERNIC, 42100 SAINT-ETIENNE"
PDC*LINE PHARMA,801408907,2014-03-26,PDC LINE PHARMA,Non disponible,72.19Z,03,PME,A,"29 AVENUE DES MAQUIS DU GRESIVAUDAN, 38700 LA TRONCHE"
PE CUBE,882571268,2020-03-10,PRIVATE EQUITY CUBE,Non disponible,62.01Z,02,PME,A,"55 RUE LA BOETIE, 75008 PARIS"
PEAS & LOVE,835119470,2018-01-25,PEAS AND LOVE FRANCE,Non disponible,46.31Z,02,PME,A,"101 RUE JEAN JAURES, 92300 LEVALLOIS-PERRET"
PEAS AND LOVE,835119470,2018-01-25,PEAS AND LOVE FRANCE,Non disponible,46.31Z,02,PME,A,"101 RUE JEAN JAURES, 92300 LEVALLOIS-PERRET"
PEEK'IN,832852776,2017-10-12,PEEK'IN,Non disponible,62.01Z,03,PME,A,"54 RUE DESAIX, 44000 NANTES"
PELIKAN MOBILITY,920999042,2022-10-19,PELIKAN MOBILITY,Non disponible,62.01Z,01,PME,A,"47 BOULEVARD GEORGES SEURAT, 92200 NEUILLY-SUR-SEINE"
PEOPLE IN,831276233,2017-09-01,PEOPLE IN,Non disponible,70.22Z,03,PME,A,"2 AVENUE DU-BLANCHISSAGE, 84000 AVIGNON"
PER ANGUSTA,753447127,2012-08-22,PER ANGUSTA,Non disponible,58.29C,12,PME,A,"19 RUE MONTGOLFIER, 69006 LYON"
PERFECT MEMORY,507459113,2008-06-01,PERFECT MEMORY,Non disponible,59.13B,Non disponible,PME,C,"3 PL SAINT ANTOINE, 60200 COMPIEGNE"
PERFECTSTAY,818188385,2016-01-27,PERFECTSTAY.COM,Non disponible,79.12Z,22,PME,A,"6 RUE MENARS, 75002 PARIS"
PERFORMANCE VISION,839984671,2018-06-01,PERFORM VISION   TRAINING & CONSULTING,Non disponible,70.22Z,03,PME,A,"12 IMPASSE MARCEL LE POGAMP, 93240 STAINS"
PERSEFONI,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
PERSPECTIVE(S),791156268,2013-02-28,PERSPECTIVE(S),Non disponible,62.09Z,11,PME,A,"130 CHEMIN DU GRAND VALLAT, 13510 EGUILLES"
PESS ENERGY,893778431,2021-01-20,PESS (PILLOT ENERGY STORAGE SOLUTIONS),Non disponible,27.11Z,03,PME,A,"6 RUE SEBASTIEN LAI, 13014 MARSEILLE"
PETTY WELL,839867090,2018-05-14,Non disponible,Non disponible,10.85Z,Non disponible,Non disponible,C,"17 AVENUE DU PARC DE SCEAUX, 92160 ANTONY"
PEUGEOT SA,552100554,1955-01-01,PEUGEOT SA,Non disponible,70.10Z,Non disponible,Non disponible,C,"251 BD PEREIRE, 75017 PARIS 17"
PFEIFFER VACUUM SAS,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
PHANTOMBUSTER,818723629,2016-01-18,THE PHANTOM COMPANY,Non disponible,58.29C,12,PME,A,"22 RUE PIERRE ET MARIE CURIE, 94200 IVRY-SUR-SEINE"
PHARMALIZR,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
PHARMEDIGROUP,882314974,2020-03-04,ASARLE,Non disponible,70.22Z,03,PME,A,"21 ROND-POINT RHIN ET DANUBE, 92100 BOULOGNE-BILLANCOURT"
PHD INOV,949869390,2023-03-13,PHD INOV,Non disponible,70.22Z,Non disponible,Non disponible,A,"197 RUE JOLIOT CURIE, 69005 LYON"
PHERECYDES PHARMA,493252266,2006-12-12,PHERECYDES PHARMA,Non disponible,72.11Z,12,PME,C,"102 AV GASTON ROUSSEL, 93230 ROMAINVILLE"
PHI DESIGN,350468724,1989-04-10,PHI DESIGN,Non disponible,74.10Z,02,PME,A,"9 CHEMIN DES ESSARTS, 38500 VOIRON"
PHILEA SOLUTIONS,493175483,2006-11-01,PHILEA SOLUTIONS,Non disponible,52.10B,12,PME,A,"460 RUE DE BIGOS, 34740 VENDARGUES"
PHOCEA DC,952430049,2023-05-06,PHOCEA DC,Non disponible,63.11Z,Non disponible,Non disponible,A,"87 CHEMIN DE LA CALADE, 83130 LA GARDE"
PHONIX HEALTH,982080210,2023-11-27,PHONIX HEALTH,Non disponible,74.90B,Non disponible,Non disponible,A,"31 RUE GUSTAVE EIFFEL, 38100 GRENOBLE"
PHOSFOREA,825216328,2017-01-23,JUNE FACTORY,Non disponible,58.29C,11,PME,A,"209 RUE JEAN BART, 31670 LABEGE"
PHOST'IN THERAPEUTICS,808490619,2014-12-01,PHOST'IN THERAPEUTICS,Non disponible,72.19Z,03,PME,A,"8 RUE DE L'ECOLE NORMALE, 34090 MONTPELLIER"
PHOTONIS INFRARED FRANCE,522753805,2010-05-11,PHOTONIS INFRARED FRANCE,Non disponible,71.12B,12,ETI,A,"14 RUE DOCTEUR HERMITE, 38000 GRENOBLE"
PIC MEDIA,913571386,2022-04-10,PIC MEDIA,Non disponible,47.91B,02,PME,A,"199  RTE DE LYON, 58000 CHALLUY"
PIC&PICK,835372392,2018-02-06,PIC&PICK,Non disponible,47.89Z,01,PME,A,"2 SQUARE THEODORE JUDLIN, 75015 PARIS"
PICOMTO,790112171,2012-12-10,ALLIANZES,Non disponible,62.02A,12,PME,A,"29  GRANDE RUE, 59100 ROUBAIX"
PICSELLIA,883142689,2020-04-29,PICSELL.IA,Non disponible,63.11Z,03,PME,A,"13 RUE SAINTE URSULE, 31000 TOULOUSE"
PICTO ACCESS,813987534,2015-10-01,UNIS C,Non disponible,47.91B,00,PME,C,"250 RUE DU BAZINGHIEN, 59120 LOOS"
PIMSTER,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible
PINEAPPLI,538936394,2012-01-02,Non disponible,Non disponible,62.01Z,Non disponible,PME,A,"[ND], [ND] LACOMBE"
PING CASTLE,841528441,2018-01-01,PING CASTLE,Non disponible,58.29C,Non disponible,PME,A,"46 RUE DE L'ALMA, 92400 COURBEVOIE"
PIXEE MEDICAL,832674816,2017-10-04,PIXEE MEDICAL,Non disponible,32.50A,12,PME,A,"18 RUE ALAIN SAVARY, 25000 BESANCON"
PIXELME,842614521,2018-08-27,BENHOLD,Non disponible,70.10Z,NN,PME,A,"6 BOULEVARD BERTHELOT, 34000 MONTPELLIER"
PIXIERAY,401578299,1995-07-01,PIXRAY IMAGERIE,Non disponible,33.13Z,01,PME,A,"15 RUE GEORGES 5, 59178 BRILLON"
PIXIUM VISION,538797655,2011-12-14,PIXIUM VISION,Non disponible,72.19Z,12,PME,A,"74 RUE DU FBG ST ANTOINE, 75012 PARIS 12"
PIXPAY,845129840,2019-01-03,BFF FINANCIAL SERVICES,Non disponible,62.01Z,12,PME,A,"14 RUE RENON, 94300 VINCENNES"
PLACE DES LEADS SAS,928888734,2024-05-04,LEADS,Non disponible,70.22Z,Non disponible,Non disponible,A,"5 SQUARE EUGENE HATTON, 75012 PARIS"
PLANET RIDE,810704478,2015-03-25,PLANET RIDE,Non disponible,79.11Z,02,PME,A,"66 AVENUE DES CHAMPS ELYSEES, 75008 PARIS"
PLANISENSE,814849873,2015-11-16,REDLOG,Non disponible,58.29C,11,PME,A,"14 RUE EUGENE FREYSSINET, 75013 PARIS"
