name,description,website,city,development_level,looking_for,fundraising,link,Logo,Field_1,Field_2,Field_3
"Agnavi Co. Ltd.,","Agnavi intends to increase global SAKE consumption, as spreading attractions of local SAKE breweries no matter what production sizes, as all brands nationwide put together into ICHI-GO-CAN. Currently, almost 100 brands all over Japan are available. Agnavi is accelerating to achieve our goals, to become a game-changer for all local and traditional SAKE breweries enable to achieve their business stable and sustainable, to construct SAKE's supply-chain providing various Sakes at one-stop distribution channel. Also, Agnavi shall continue challenging to create new markets, where to innovate SAKE lovers' lifestyle.",https://agnavi.co.jp/,KANAGAWA,GROWTH & SCALE,"TALENTS, FUNDING",,https://vivatechnology.com/partners/agnavi-co-ltd,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/43246561-4972-40ec-ba53-4524df3e78f31,Food & Agriculture,Growth & Investment,Retail & E-commerce
Agnostiq,"Agnostiq is the company behind Covalent, the next-generation accelerated computing orchestration platform designed for organizations to prototype, iterate, and productionalize AI and HPC applications in a cloud-agnostic manner, tailored for seamless infrastructure management across private, public, and hybrid cloud environments. Enhance AI project efficiency with dynamic resource allocation, ensuring optimal workload scheduling for every user, and unlock the full potential of cloud computing and AI, providing unmatched speed, flexibility, and efficiency for complex workloads. Covalent boosts productivity and agility through infrastructure abstraction and orchestration. Development and research teams can leverage advanced compute resources entirely from Python instead of being burdened. With Covalent, users can develop and deploy AI in record time, maximize their infrastructure utilization and seamlessly enable multi-cloud compute. Sign up today ➡️ https://app.covalent.xyz/register",https://www.agnostiq.ai/,TORONTO,,,,https://vivatechnology.com/partners/agnostiq,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/8844d74a-8b07-4093-8f9e-c4ca84fcfa141,Artificial Intelligence,Cloud & Infrastructure,DeepTech
Agorize,"Innovation management platform fueled by 10M startups and innovators. We are proud to operate Viva Tech startup scouting programs this year again. We deliver the leading corporate innovation management software connected to 10 million startups and innovators. Our dedicated team of experts helps corporates launch innovation programs to reveal ideas and turn them into results, fast. With Agorize, launch your next Open innovation programs, startup competitions, student challenges, employee recognition, and awards programs.",https://get.agorize.com/,,,,,https://vivatechnology.com/partners/agorize,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/eccb9fd1-1e62-47b7-9c96-ea87bde474531,B2B Services,,
Agrable,"We're on a mission to revolutionize agri-finance by helping farmers generate carbon credits. With the Carbon Credit Market valued at $104 billion, there's immense potential for farmers. Yet, accessing capital remains a hurdle. In the EU, our current market, €62 billion in credit is not reaching viable farms. We understand these challenges, particularly in securing necessary capital. That's why we developed a crowdfunding platform to empower farmers to invest in sustainable practices and manage risk. Through our platform, farmers gain funds to implement innovative technologies, turning their efforts into valuable carbon credits. Agrable supports farmers every step of the way. Moreover, we create opportunities for investors. Our platform allows investors to reap a share of the carbon credits generated through their investments, leveraging both carbon credits and tax rebates.",https://www.agrable.fr/,PARIS,,"FUNDING, TALENTS",,https://vivatechnology.com/partners/agrable,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/7d82e9ea-4e58-427e-a4df-53281b7501af1,Artificial Intelligence,Climate Tech,Food & Agriculture
Alpha Recyclage Composites,"Alpha Recyclage Composites is a key player in composite materials lifecycle by offering 2 activities: - Waste treatment by an innovative process: ""Steam Thermolysis"" - Production of recycled carbon fibers products for composite manufacturing",https://vivatechnology.com/partners/www.arcomposites.com,TOULOUSE,,,,https://vivatechnology.com/partners/alpha-recyclage-composites,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/dceb314f-5134-4af0-ae42-9909ca4aea421,"Industry, Logistics & Supply Chain",Mobility & Smart City,Space & Aeronautics
Alphabrain,"AlphaBrain is developing a Software as a Medical Device solution that computes a real-time brain activity index from the non-invasive electroencephalography (EEG) signal measured in the operating room on patients undergoing general anesthesia. The index is displayed on the central monitor in the operating room, and anesthetists use it to personalize medication dosage, thereby reducing the risk of post-operative complications and improving patient safety. Our patented technology, developed by Inria and AP-HP research laboratories, is based on recent advances in generative AI and deep learning, currently absent in the operating room. A prototype has already been clinically validated by our medical team of Lariboisière Hospital in Paris. By limiting the incidence of post-operative complications associated with general anesthesia, AlphaBrain aims to improve patient health, reduce hospital stays, streamline operating room operations and avoid significant costs for the healthcare system.",https://vivatechnology.com/partners/alphabrain.fr,,CONCEPTION STAGE,"FUNDING, TALENTS",,https://vivatechnology.com/partners/alphabrain,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1b33223c-f839-4153-afef-73adf85f37ee1,Artificial Intelligence,DeepTech,Healthcare & Wellness
Altametris,"Altametris, a subsidiary of SNCF Réseau, provides infrastructure managers with the tools and enriched data necessary for engineering and maintenance. By investing heavily in technology, it allows the SNCF group to occupy the market of the industrial digital twin. Thanks to its Altametris Suite software, it is able to process more than 1,000 kilometers of data per hour!",https://vivatechnology.com/partners/www.altametris.com,LA PLAINE SAINT-DENIS,,,,https://vivatechnology.com/partners/altametris,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/be14ccd7-45cb-4239-ace6-9c15a30871571,Artificial Intelligence,Cloud & Infrastructure,Data Management & CRM
Alterande,"Alterande offers an innovative digital companion solution. This system called CyberNDT is a non-destructive testing (NDT) technology using passive encoding to improve inspection compliance on critical parts. This patented technology developed at the CEA ensures traceability and compliance of controls by monitoring various critical parameters, thus offering a fast and flexible alternative to other methods. It does not require a specific mobile mechanical system, as it uses a set of cameras for a passive positioning. The system's built-in features include pass encoding of probe position, creation of a digital twin, integration of artificial intelligence models to assist in fault detection. The digital twin updates in real time, providing visualization on various devices such as PC, mobile devices or augmented reality glasses, improving the viewer's understanding of the inspection scene. This system also allows the collection of valuable encoded NDT data for true experience feedback.",https://vivatechnology.com/partners/www.alterande.com,GIF SUR YVETTE,,,,https://vivatechnology.com/partners/alterande,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/b39ba432-c734-4b83-b23c-0b1deae9fb321,Artificial Intelligence,"Industry, Logistics & Supply Chain",Space & Aeronautics
"Always Support Technology Co., Ltd","AST Senior Living Genie •Helping older adults age well in suburban and rural areas. •Serving 50+ medical institutes in Taiwan and Japan. •Reducing customer handling time by three times to reduce the possibility of delays in seeking treatment from the doctor, causing disability.",https://www.asttw.com/,NEW TAIPEI,,"FUNDING, TALENTS, NONE",,https://vivatechnology.com/partners/always-support-technology-co-ltd,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/052570fc-75a2-430b-b61c-333d5328f3781,Artificial Intelligence,B2B Services,Data Management & CRM
Amazon Web Services (AWS),"Since 2006, Amazon Web Services has been the world’s most comprehensive and broadly adopted cloud. AWS has been continually expanding its services to support virtually any workload, and it now has more than 240 fully featured services for compute, storage, databases, networking, analytics, machine learning and artificial intelligence, Internet of Things, mobile, security, hybrid, media, and application development, deployment, and management from 105 Availability Zones within 33 geographic regions, with announced plans for 12 more Availability Zones and four more AWS Regions in Malaysia, New Zealand, Thailand, and the AWS European Sovereign Cloud. Millions of customers – including the fastest-growing startups, largest enterprises, and leading government agencies – trust AWS to power their infrastructure, become more agile, and lower costs. To learn more about AWS, visit aws.amazon.com.",https://www.amazon.com/,,,,,https://vivatechnology.com/partners/amazon-web-services-aws,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/cb2dd9ec-77fb-4dc3-9762-182695ff84f641,Artificial Intelligence,"Fintech, Insurance & Legal","Industry, Logistics & Supply Chain"
